Espoo,Kuninkaistenportti,17,,02610
Espoo,Koritie,7,,02710
Espoo,Peltoportti,3,,02920
Espoo,Hiirenkorvankuja,5,,02130
Espoo,Vuohikallio,8,,02860
Espoo,Tillinkuja,7,a,02330
Espoo,Sinkkitie,3,,02750
Onkimaa,Eerolanmäentie,89,a,07530
Espoo,Vanha Lahnuksentie,41,,02970
Espoo,Säterinrinne,11,,02600
Espoo,Kuninkaankartanontie,56,,02780
Espoo,Nuorisontie,1,,02920
Espoo,Luuvantie,18,,02620
Espoo,Ämmänkalliontie,3,,02820
Espoo,Suopurontie,3,,02920
Espoo,Hyljeveneentie,6,,02260
Espoo,Juvanpuro,2,,02920
Espoo,Terijoentie,1,,02130
Espoo,Neljästie,24,,02620
Espoo,Tammipääntie,29,,02730
Espoo,Laidunrinne,11,,02330
Espoo,Lukupurontie,8,,02200
Espoo,Kirvuntie,45,,02140
Espoo,Vanhankartanontie,34,,02920
Espoo,Sorvaranta,9,,02740
Espoo,Oksatie,4,,02720
Askola,Sorvasuontie,264,a,07500
Huuvari,Myrskyläntie,111,,07590
Espoo,Kalajärventie,43,,02970
Espoo,Metsäpirtintie,5,,02130
Espoo,Vanha Rastaalantie,5,,02620
Espoo,Harjutie,32,b,02730
Vakkola,Askolantie,80,,07510
Espoo,Kivitie,19,,02240
Espoo,Kotitie,6,,02730
Espoo,Martinmetsä,10,,02300
Espoo,Örkkiniityntie,68,,02920
Espoo,Metsämaantie,8,,02970
Espoo,Nokkalanniementie,7,,02230
Espoo,Kurjenkaskentie,1,,02970
Espoo,Soukansalmentie,22,,02360
Espoo,Verkkopolku,2,,02230
Espoo,Vesirattaanmäki,7,,02740
Espoo,Havutie,6,,02270
Monninkylä,Mikonkuja,2,,07230
Espoo,Tammihaantie,2,,02940
Espoo,Nikunpellontörmä,8,,02920
Espoo,Siikajärventie,124,,02860
Espoo,Kolmirannantie,31,,02820
Espoo,Suopurontie,9,b,02920
Espoo,Nikunmäki,22,,02920
Espoo,Korpikuja,2,,02300
Espoo,Kauristie,3,,02860
Espoo,Iltatähti,9,,02240
Espoo,Korpilaakso,6,,02970
Espoo,Suopurontie,3,,02920
Espoo,Halujärventie,25,b,02780
Espoo,Keskijuoksu,19,,02920
Espoo,Piennartie,20,,02970
Espoo,Laurinlahdenkuja,16,,02320
Espoo,Haukkakallio,15,,02620
Espoo,Kelkkamäentie,11,,02610
Espoo,Kiuastie,30,c,02770
Espoo,Runkotie,9,,02720
Espoo,Vehkasaarenpolku,33,,02100
Espoo,Lahnuksentie,19,21,02970
Espoo,Kavallinkuja,6,a,02710
Espoo,Tietäjäntie,17,,02130
Espoo,Manninpellontie,28,,02970
Espoo,Kypäräkuja,10,,02610
Espoo,Pohjoinen Lintuvaarantie,5,,02660
Espoo,Vuoritie,10,,02330
Espoo,Tammipääntie,6,,02730
Espoo,Alaniementie,10,a,02970
Espoo,Läntinen teollisuuskatu,32,,02920
Espoo,Kolmikulma,7,,02710
Espoo,Santaharjuntie,27,,02920
Espoo,Veistotie,5,,02330
Espoo,Itsehallintotie,6,,02600
Espoo,Pitkäjärvenranta,14,,02730
Espoo,Kesäyönpolku,1,,02600
Espoo,Perusmäentie,7,,02920
Espoo,Vanhankartanontie,31,,02920
Espoo,Kuurinkallio,8,,02750
Espoo,Harjutie,25,,02730
Espoo,Hyljemäenportti,2,,02260
Espoo,Ruuhijärventie,6,,02820
Espoo,Lyökkiniemi,15,,02160
Espoo,Hyljetie,18,,02260
Espoo,Tinametsä,17,,02750
Espoo,Tuurinniitynkuja,18,,02250
Espoo,Jupperinmetsä,12,,02730
Espoo,Sunankalliontie,8,18,02760
Espoo,Kromitie,15,,02750
Espoo,Raatepolku,15,,02970
Espoo,Kunnarlantie,67,,02740
Espoo,Nokkalankulma,5,,02230
Espoo,Harjutie,30,,02730
Espoo,Anfallinpolku,8,,02920
Espoo,Salmensuu,5,,02360
Espoo,Asgård,9,,02780
Monninkylä,Pornaistentie,310,c,07230
Espoo,Mäkkylänmutka,4,,02650
Espoo,Siikajärventie,97,b,02860
Espoo,Tammipääntie,26,,02730
Espoo,Hopearinne,17,,02750
Espoo,Humiseva,7,,02710
Espoo,Palotie,15,a,02760
Espoo,Nokkalanniementie,9,,02230
Espoo,Ahventie,2,,02170
Espoo,Lähderannantie,18,,02720
Onkimaa,Tarkintie,245,b,07530
Espoo,Vanha Vanttilantie,25,,02780
Espoo,Sunankalliontie,49,,02760
Espoo,Peltoportti,3,,02920
Espoo,Toppelundinportti,3,,02170
Espoo,Sunankalliontie,6,,02760
Vakkola,Siltatie,1,,07510
Espoo,Nupurintie,56,58,02820
Espoo,Särkikuja,1,,02170
Espoo,Tiiliskiventie,10,,02330
Espoo,Vehkasaarenranta,30,,02100
Espoo,Tuomaantie,7,,02180
Espoo,Terijoentie,11,,02130
Espoo,Lintumetsäntie,8,b,02660
Espoo,Kahvelitie,22,,02780
Espoo,Antreantie,8,,02140
Espoo,Kunnarlantie,26,,02740
Espoo,Jääskeläntie,34,,02660
Espoo,Ritarintie,14,,02610
Espoo,Kunnarlantie,54,,02740
Espoo,Kuoretie,8,,02170
Espoo,Soukansalmentie,8,,02360
Espoo,Aitovieri,1,,02940
Espoo,Isonkorvenrinne,10,,02970
Espoo,Mahlarinne,22,,02130
Espoo,Tinametsä,14,,02750
Espoo,Niittomiehentie,11,,02760
Espoo,Purolaakso,8,,02920
Espoo,Örkkikuja,1,,02970
Espoo,Piennarmäki,3,,02970
Espoo,Bodomintie,9,,02940
Espoo,Jäniksentie,5,,02940
Espoo,Tapulimäki,1,a,02780
Espoo,Suvisaarentie,44,,02380
Espoo,Haltijatontuntie,25,,02200
Espoo,Järvitörmä,10,,02970
Espoo,Pertuskatie,12,,02630
Espoo,Aamuyöntie,11,,02210
Espoo,Norppatie,5,,02260
Espoo,Vehkasaarenpolku,19,,02100
Espoo,Keltasirkuntie,21,,02660
Espoo,Pikkunevantie,23,,02920
Espoo,Suokallionkuja,5,a,02860
Espoo,Laurinlahdenkuja,18,,02320
Espoo,Tollinportti,5,,02740
Espoo,Riimukallio,5,,02760
Espoo,Nuorisontie,6,,02920
Espoo,Metsämaantie,2,,02970
Espoo,Pikkunevantie,16,,02920
Espoo,Saunamäentie,8,,02770
Espoo,Soukan rantatie,10,,02360
Espoo,Katajalaakso,6,a,02330
Espoo,Kelkkamäki,14,,02610
Monninkylä,Helkamäentie,17,,07230
Espoo,Kytöpellonrinne,5,,02970
Espoo,Pyykorventie,15,,02980
Espoo,Kurtinrinne,15,,02780
Espoo,Manninpellontie,13,,02970
Espoo,Purometsä,16,,02920
Espoo,Vanha Kirkkotie,28,,02300
Espoo,Kalliorinteenkuja,10,,02770
Espoo,Balderinkuja,3,,02720
Espoo,Tähdenlennontie,29,,02240
Espoo,Mulbynmäki,7,,02780
Askola,Linnantie,20,,07500
Espoo,Tikaskallio,2,,02250
Espoo,Seilimäki,18,,02180
Espoo,Kiveliöntie,3,,02330
Espoo,Linkorinne,3,,02630
Espoo,Espoonlahdentie,14,,02360
Espoo,Mankkaantie,19,,02180
Espoo,Lugnetintie,21,,02770
Espoo,Niittymaantie,6,,02200
Espoo,Miilumäki,4,,02740
Espoo,Lepsämänjoentie,20,,02970
Espoo,Tapiontie,3,,02720
Espoo,Pitkäjärventie,11,,02720
Espoo,Lommilanrinne,2,,02740
Espoo,Perusmäentie,25,,02920
Espoo,Koivumäentie,15,,02860
Espoo,Keskijuoksu,19,,02920
Espoo,Pehtorinkuja,3,,02940
Espoo,Karhusola,1,,02810
Espoo,Katajatie,16,a,02360
Espoo,Tallimestarinkuja,4,,02940
Askola,Jäppiläntie,41,a,07500
Espoo,Joupintie,6,,02760
Espoo,Keltarousku,18,,02730
Kaarenkylä,Pornaistentie,535,b,07220
Espoo,Lepinkäisentie,7,,02660
Espoo,Nuolihaukantie,29,,02620
Espoo,Poutapolku,3,,02110
Espoo,Terästie,15,b,02750
Juornaankylä,Lippuleuantie,80,d,07680
Espoo,Palotie,40,,02760
Espoo,Suopuronrinne,4,,02920
Espoo,Nuottaharju,3,,02230
Espoo,Porttiniityntie,13,,02180
Espoo,Pääskyskuja,9,j,02620
Espoo,Kuurinniityntie,28,,02750
